musician_id,filename,event_count
561,로맨틱_레슬러,2
2402,로맨틱멜로디초비,6
864,로맨틱모먼트_Romantic_Moment,22
3698,로맨틱어프로치,3
143,로맨틱펀치_Romantic_Punch,113
4590,로맨틱플로어,4
4347,로메론,1
4914,로멘틱모먼트,2
6290,로바이페퍼스,8
1457,로보토미,26
6740,로비끄,1
5868,로빅,2
5116,로빈,1
3048,로스_아미고스,2
2604,로스팅_Roasting,2
2910,로아,27
5954,로열파이럿츠,1
4231,로우슬로우,8
6665,로우엔드프로젝트,1
6522,로우파이Lo-Fi,2
3153,로우필즈,28
3339,로즈,27
3075,로즈메리_Rosemary,3
476,로즈웰_러드_Roswell_Rudd,1
130,로지피피_RossyPP,8
5143,로컬버스,25
932,로켓다이어리,23
5448,로켓트_아가씨,1
1177,로켓트리,21
3541,로켓피쉬탬버린,1
1475,로큰롤_라디오,151
1583,록마,4
5903,롬부스,1
4293,롱디,24
2679,루그나사드,14
1026,루나,2
2637,루나플라이,12
6995,루네스,1
3937,루드페이퍼,4
2297,루디건즈_Rudy_Guns,45
3112,루디스텔로,24
3700,루루,1
1533,루버소울,1
4030,루버스틱,22
464,루벤트,11
3049,루비스타,7
973,루빈,6
3382,루스터,1
3817,루스터,1
1586,루스터라이드,31
229,루시아_Lucia,8
12,루싸이트_토끼,17
4739,루아민,2
6537,루엘,2
7039,루즈_마이_메모리,1
248,루즈_미스티_Loose_Misty,7
5348,루치오,3
6170,루카스,2
3403,루커스,31
681,루트,3
3616,루트_81,1
3595,루트비,9
4329,루프탑스트레이,3
796,루피_LUPI,3
3708,루흐,10
5454,룸_306,2
5352,룸306,10
5724,룸앤루머,3
6826,류범열_Jazz_Quartet,2
3943,류석원,2
6751,류인혁,1
6515,류주영,1
1692,류주희,2
6268,류준,1
6667,류지완,1
802,류타,1
1682,류타밴드,2
3081,류해성,1
5364,륜_and_김종민,2
3984,르메리무스,7
5163,르윈,1
6255,르프렌치코드,56
5230,리겔_밴드,2
6065,리드모스,1
417,리듬팩토리Rhythm_Factory,1
2560,리로트,49
5051,리리컬런,1
1260,리리클블랙펄,5
5365,리마_카토,1
5416,리마밴드,1
1535,리메인즈,112
5039,리버스앤리버스,10
6124,리비섀도,1
1618,리빙스톤데이지,5
6077,리스펙트매니_Trio,1
5269,리승규,3
434,리싸_leeSA,4
4811,리액션파워트리오,1
2615,리얼_라이츠real_lights,1
1786,리얼리스트,1
757,리오밴드_Rio_Band,20
4223,리온델,10
4396,리와인드스퀘어,10
5754,리자베트_루소,2
3003,리즈,16
4938,리코,1
2167,리터,41
3759,리턴보이즈,2
3292,리턴제로,1
1484,리틀벤자민,4
4304,리틀엔,4
3206,리틀즈,1
3638,리프레쉬,6
2599,리플렉스_Reflex,119
4444,린카네이션,9
6023,린트리오,1
2190,림지훈,4
6647,립클릭스,1
6111,릿뮤직,3
823,링고제이_RingoJay,1
6577,링다_플로레스타,3
6277,마_음,1
1089,마네퀸,5
5766,마농,2
6432,마더바이브,3
5498,마더팝콘,2
4950,마독스,4
6068,마드모아젤S,7
2435,마라_Mara,22
5007,마로,1
1375,마루,17
5403,마르멜로,12
5067,마르스,43
1331,마릐한팀,20
3975,마리,2
241,마리서사_Mary敍事,74
4892,마리슈,29
1613,마린,1
2103,마린딕시버거,9
5268,마마드라이브,1
1067,마마레이디,9
321,마법사들,13
6601,마스0094,1
3010,마쌀리나,1
3255,마쓰모토_코타,7
2418,마야_안,1
6741,마우스_온_더_키즈,1
5162,마운틴_쓰리,12
5104,마운틴즈,7
6581,마음,3
5284,마이_골든_에이지,3
5473,마이골든에이지,20
3177,마이노스,2
3791,마이마이,37
2974,마이맨마이크,13
3469,마이웨이킬링,4
151,마이큐_MY_Q,8
495,마이크로키드_MICROKID,22
136,마이티_코알라,5
760,마일스어웨이_milesaway,6
245,마지막_토스트,1
6390,마치열여덟,2
2399,마치킹스_The_March_Kings,18
3422,마카오신사,5
5654,마코토_오시로,2
613,마투스Matus,1
6698,마트로시카,5
7105,마티르,1
3402,마틱코스터,13
6160,마틴_스미스,5
6242,마틸린,9
3439,마푸키키,4
1091,마하트마,3
5790,마현권,2
6872,마현석Quartet,2
413,마호가니킹_Mahogany_king,8
5710,만다린,1
6191,만두,2
3635,만두_채플린,1
5606,만쥬_만쥬_한봉지,3
2922,만쥬한봉지,34
2767,만파식적,2
4145,말랑,10
1699,말랑밴드,1
4242,말러Maler,4
1694,말로,12
3009,말없는라디오,1
2602,말하기듣기,62
4424,맙스,1
514,망각화,33
6583,매거스,11
6293,매그넘69,2
6233,매드독스,11
661,매드프렛_Mad_Fret,2
6863,매스애비뉴,1
1913,매써드,3
5186,매의_방,2
1953,매치포인트,3
3268,맥스퀸,2
1055,맥시멈오버드라이브,3
4067,맨_Man,78
1816,맨내마기,3
5325,맨티코어,3
1290,머리박치기,1
388,머쉬룸즈_MUSHRU:MS,38
1013,머스타드,14
2031,머스탱_샐리_Mustang_Sally,71
1394,머스트비,35
1230,머튼찹스,1
5102,먹먹,2
4853,먼데이스튜디오,1
1503,먼데이키즈,1
3303,멀더,1
6975,멋진인생,3
2364,멍구밴드,2
5736,메디슨라디오,1
2949,메론맛사탕,6
1669,메리골드,1
5864,메리골드앙상블,1
2810,메리무스,3
4261,메브,6
3554,메스그램,11
410,메써드_Method,26
6347,메이너_사운드,1
4471,메이다밀러,1
3728,메이븐_스튜디오,1
2147,메이앤줄라이_May_and_July,11
5784,메이어스,2
7003,메이커스테이커스,1
1467,메이트Mate,1
1573,메이트리,2
2169,메이팝,7
154,메인_스트리트_Main_Street,5
3098,메카니컬_사슴벌레,3
4540,메타모포시스,3
5447,메티스,1
2205,멘내마기,3
4484,멜랑꼴리문레이쥬다다,3
6416,멜랑소년,1
6146,멜로망스,3
4151,멜로우독,3
4442,멜로우슬립,6
4737,멜로우위크,2
6941,멜로우키친,1
1790,멜론사탕,1
1674,멜보이,1
6302,멜튼,1
2054,멜팅팟,1
6808,명,1
4039,명령27호,4
4004,명서쿤,1
4031,명왕성_에버랜드,5
5840,명준호X박소미,1
7038,모_최,1
200,모가비,10
4372,모건,3
1761,모나미,1
4323,모넬로,4
7097,모노디즘,1
767,모노리드_MonoLead,1
2887,모노반,43
5675,모노아이즈,1
1119,모노코드,1
5310,모노패스,7
6498,모닝헤이즈,7
3967,모단락,1
4237,모던다락방,5
3088,모던브릿지,5
6078,모던사운드재즈빅밴드,1
6733,모던차일드,1
877,모든_Moden,2
1414,모리morrie,11
3507,모리쉬,9
347,모리슨호텔_Morrison_Hotel,61
4615,모리유니,2
7004,모멘츠유미,1
3895,모멘테일,8
5235,모모밴드,3
4284,모반,6
5970,모브닝,28
1162,모비딕,13
3569,모비딕,1
6632,모션,1
3074,모아브,3
6164,모야밴드,1
2373,모운,4
713,모운_Mown,18
6855,모이다밴드,2
1801,모임_별,11
1722,모즈다이브,39
3786,모코지,1
199,모티브,40
4476,모하,4
5056,모하,1
4089,모하니,1
5242,모한별,1
5855,모호,2
5130,모호프로젝트,3
4804,모히또,1
2003,목스녹스,4
3556,목요일,2
2132,목요일아침밴드,1
4796,몬구,13
3118,몬스터_팩토리,8
6608,몬스터스_다이브,3
6610,몰라,1
4684,몰로,2
989,몸과마음,10
5899,못,4
171,몽구스,14
192,몽니_monni,43
4264,몽랑,2
3209,몽상,15
1442,몽키비츠,52
1405,몽키쉐이크,2
916,몽키즈,44
3944,몽키피콰르텟,13
1582,몽환,1
2706,묘묘,29
4713,묘한,3
2092,묘한_나나,14
6064,무가염퀄텟,1
5934,무늬,1
3307,무드_슐라,1
489,무드살롱,83
1261,무드셀라,4
6575,무무나이트,1
6310,무브진,2
3279,무아,1
897,무중력소년,8
809,무지개99,14
1937,무지개상영관,11
6736,무지개오락실,1
535,무키무키만만수,19
3319,묵,6
4964,묵사발,1
3400,문moon,14
6110,문가자,1
6882,문경환_Trio,1
6166,문댄서즈,25
3366,문미영,14
3927,문미영요술악단,4
2943,문사출,7
116,문샤이너스_The_Moonshiners,19
6475,문스톰퍼스,1
2403,문웨일즈Moonwhales,48
5935,문익과지연,3
6276,문정후_뷰렛_문혜원,15
1606,문진오,3
439,문패트롤_Moon_Patrol,30
6931,문형배,2
3662,물든,1
3686,뭉크,15
3565,뭉클,3
1343,뮤갤,4
5078,뮤그리드,1
6332,뮤지음,1
2481,뮤지카누베,14
4781,뮤직세이,1
4057,뮤진MUZIN,2
6560,미-마이-모,2
2552,미나리랜드,6
227,미내리_Mineri,31
4715,미닛솔루션,1
5730,미드나잇블루,21
322,미드나잇스모킹드라이브,28
379,미드나잇스티치_Midnight_Stitch,8
554,미디안_MIDIAN,15
213,미레도시_MiReDoSi,7
5879,미리별밴드,1
734,미미랑_미남미녀,2
57,미미시스터즈,19
4642,미미키스,12
4706,미선_레나타,12
4857,미스이솝로마템,2
5179,미스터제페토,1
4790,미스테리하우스,58
984,미쓰매치,6
4032,미쓰밋밋,16
587,미씽_루씰,62
3701,미안한사람들,7
4760,미안해_북극곰,32
6133,미어캣,5
4945,미역수염,8
3715,미정임,7
3747,미정임,1
6687,미츠메,2
273,미카미_칸_三上寛_MIKAMI_KAN,1
67,미틈_MITM,27
2492,미확인소음물체,33
3160,민,3
3742,민간날씨연구소,2
3741,민경인,9
6316,민경훈_프로젝트,1
6403,민동훈,1
5380,민세정Trio,1
5198,민스톤x사막여우,1
4332,민승x영훈,1
5657,민승은n양상상,4
1681,민열,23
5635,민제,2
5617,민제,1
5865,민주,1
6213,민채,6
452,민트그레이_Mint_Gray,131
1466,민트그린MintGreen,7
6461,민트나라의_토끼들,1
6253,밀크보이,3
638,밀크티_Milk_Tea,11
6730,밍또,1
5882,밍지다다,8
374,바가지_바이펙스써틴_Bagagee_Viphex13,7
2776,바겐바이러스,9
6798,바나나몽키스패너,3
2955,바나나코,3
6779,바날로그,1
4773,바늘,2
416,바닐라시티_Vanila_CIty,30
1198,바닐라어쿠스틱,17
31,바닐라유니티_Vanilla_Unity,8
4749,바닥_프로젝트,2
1256,바드,25
743,바람에_오르다,1
3862,바람위로,5
2478,바람을_가르고,1
726,바람을_가르고,5
1742,바람종,79
3238,바람탄,1
409,바르당_오브세피안Vardan_Ovsepian,1
4358,바른생활,24
2361,바리케이트톨게이트,1
3197,바버렛츠,21
3534,바비인형,7
829,바세린_VASSLINE,28
2744,바스커션,15
2324,바스켓노트,22
786,바스코_Vasco,8
6994,바스타즈,3
5013,바스타즈Bastarz,1
3453,바울,1
544,바이_바이_배드맨_Bye_Bye_Badman,60
3624,바이널하우스,1
4414,바이닐에이,2
5644,바이독스,1
581,바이루피타_Byelupita,5
682,바이오필리아,1
4043,바이올렛트리,54
2219,바커스,2
6019,박갑윤,1
863,박갑윤_트리오,2
6145,박강수,1
6275,박건준마리서사,7
6947,박경호,1
3942,박경환,2
2072,박고원,4
5891,박광식,1
132,박근쌀롱_BGSalon,9
737,박기영,2
5343,박다영,1
912,박다함,6
3434,박동레코드,1
5883,박동원,1
628,박동화화이트데이,1
5311,박라온,2
6039,박미수_Trio,1
2775,박민,2
6850,박민국밴드,1
5971,박민성_배드로맨스,6
773,박상도,5
6001,박상아,1
6888,박상욱_and_Big_Hart,1
6218,박상욱_쿼텟,1
5978,박상훈,1
2356,박새별,2
6645,박서45,6
6474,박선영Quartet,3
4502,박성도,9
6650,박성욱_마리슈,1
4661,박성환_밴드,1
3754,박성효,1
5778,박세용_Trio,1
2944,박세환,2
478,박소유,21
1345,박소윤,4
3000,박수민,2
6082,박승준_Quintet,1
7042,박시현,1
6820,박시환,1
761,박아셀,5
6029,박연진,1
5436,박연희,2
5330,박영환,24
3564,박예서,3
2371,박완규,3
3666,박용성,1
6617,박원,1
6440,박유진퀸텟,1
4427,박윤미,2
6703,박윤식,2
6073,박윤우_Trio,3
286,박장미,1
7014,박정우,2
4689,박정환,2
4921,박정훈,1
6961,박제신,1
5599,박제신_Quartet,1
3738,박종권,2
4931,박종민,10
4896,박종서,3
5895,박종현,3
868,박주원,11
6591,박준면,1
6047,박준서_Quartet,1
4475,박준하,9
2417,박지민,1
5440,박지섭X김재익,1
6886,박지운Quartet,1
1592,박지혜,1
624,박지훈_Quartet,1
5579,박진솔,2
4776,박진영andRemi,1
6866,박창근,1
4276,박채련,1
5930,박채련Quartet,1
5407,박천희,2
2611,박치기씨,1
1805,박플라넷,1
4486,박하,4
6430,박하경_Quartet,1
3808,박하진,1
6788,박한,1
446,박현민,2
5551,박현선_퀸텟,3
5618,박형근_Quartet,1
304,박혜리,11
2645,박희수,1
6395,반규남,4
1127,반디,12
4574,반딧불,1
2989,반란,5
5753,반월,2
5356,반지하옥탑방,1
4809,반지하프로젝트,1
1945,반트_Vant,1
4698,반하,2
6622,반하나,1
2583,발렌시아코트,2
2157,발밑에구름,2
3607,밝을녘,1
5385,밤,2
6542,밤과_낮,2
5101,밤새,1
283,밤섬해적단,25
3168,밤손님,10
3793,밤신사,27
1139,밤에피는장미,5
1182,밤의피크닉,29
3089,방민혁,2
5058,방민혁,1
5525,방병조,2
1847,방승철,2
925,방울악단,21
2231,방준석,9
3593,방혁,5
4451,배기슈즈,15
3019,배대은,1
3398,배드로맨스,80
2807,배드블랙본즈,15
3359,배드큐피드,10
4703,배드트리거,4
2660,배드트립,25
3518,배샛별,4
2028,배선용,3
6750,배성광,1
2538,배영경,10
5991,배장은,2
5568,배장은_TRIO현진영,1
4922,배정식,1
5787,배틀즈,1
3844,배희관,12
6190,배희관_배희관_밴드,2
4751,배희관밴드,34
3524,백가영좋아서_하는_밴드,1
4263,백마,11
5387,백상현,1
2713,백새은,2
289,백수와_조씨,25
2172,백순진과_SOM밴드,1
5847,백승환,3
6903,백승환_with_서휘석,1
6760,백아연,1
4058,백야,13
1323,백자,28
5803,백주훈,1
3095,백지희,3
3032,백창준,1
270,백합유리잔,45
457,백현진,19
4530,백혜정,10
1053,백화난만조,31
6720,밴드_기프트_-_Band_Gift,5
4685,밴드_나로,1
2702,밴드_노모NOMO,2
6909,밴드_다섯,6
6638,밴드_덴_-_DEN,11
4961,밴드_디베르티,9
1966,밴드_령교,11
6721,밴드_마인드애틱_-_Band_Mind_Attic,6
1209,밴드_멧,27
6724,밴드_아들들_-_The_Sons.,4
4309,밴드_오브_블루_터틀랜드,29
6988,밴드_와이미,4
5323,밴드_주도,1
6225,밴드_증명_-_The_Proof,4
4972,밴드_판,6
3587,밴드_플레이,2
1513,밴드_후후,108
2382,밴드13월,8
4440,밴드24일,6
1233,밴드27,3
4328,밴드891,37
2811,밴드나인,8
1284,밴드루루루,52
5863,밴드미정,1
236,밴드민하_Band_Minha,31
2375,밴드어스,4
3272,밴드위드브라스,1
1517,밴드이씨이,87
5256,밴드죠,7
5463,밴드채니,1
5245,밴드트리오,1
1516,밴드하노,25
4479,밴드황정민,46
5751,밴드후크,1
3026,밴쉬,1
1644,밴이지,19
3522,밴이지,2
4638,뱅크럽츠,8
3425,버,1
1700,버닝몽키즈BurningMonkeys,138
4591,버닝소다,9
104,버닝헵번_Burning_hepburn,71
4133,버둥,9
719,버드_The_Bird,7
369,버벌진트_VerbalJint,13
1688,버스터리드,18
4609,버커,5
3077,버킷리스트,19
6032,버튼_브라이트,3
2724,벅버니스플랜,5
1228,번개소년,1
594,번아웃하우스_Burntout_House,27
2596,범화지구,4
3590,베니줄리,23
2802,베베라쿤_Be_Be_Raccoon,13
4986,베아,2
5741,베어엑스,3
1206,베이비나인_p380,1
5406,베이비로션,4
3854,베이비샤먼_부아진,1
5697,베인,9
917,베인스,62
5009,베인아토VeinAto,1
6857,베틀즈,1
739,벤딩머신_vending_machine,39
2749,벨브스테이트,1
6635,변정혁_세자전거,3
6028,변종인_Quartet,1
5843,변화무쌍,40
2909,별부기5,1
1567,별빛_센세이션,1
1019,병1신들,12
2950,보노,16
4054,보노,4
6589,보노보,2
860,보니_Bony,1
1042,보니파이,7
4817,보다,1
4895,보라보라,13
5357,보루미애,1
3065,보름달늑대,1
3039,보리,10
2448,보리구미,1
5712,보미,1
2106,보배,27
6787,보수동쿨러,3
4146,보엠,34
6105,보이드_메이_블루,2
5213,보이쉽_걸배이,1
2951,보이스and노이즈,1
3103,보이스인더키친,22
3678,보이어,1
5651,보이즈_인_더_키친,22
4325,보이즈언더키친,16
2768,보이쳐VOITURE,1
5394,보통입니다,1
6920,보허미안,2
5522,보헤미아,1
2822,복태와_한군,5
530,본뷔노_Von_Bueno,1
1488,본숩,1
6661,볼빨간사춘기,3
633,봄,1
4051,봄날의_곰,3
960,봄눈별,5
4643,봄로야,2
1113,봄봄,5
2794,봄사탕,20
5054,봉미선,6
3411,봉우리,6
5561,봉우리,1
6678,봉쥬르_유발이,1
5337,부강현_Quartet,1
3041,부길로,1
309,부나비,11
837,부부밴드,1
2108,부산아.들,8
1662,부즈업Booze-Up,20
144,부추라마,3
1930,부활,5
6908,분홍7,3
3064,불나방스타쏘세지클럽,13
3301,불독맨션,6
2111,불량통신,1
3053,불릿_7,6
1392,불싸조,6
3713,불타는_버스,71
3761,불타는_버스,2
4446,불핀치,12
363,붉은나비합창단,14
779,뷰렛_Biuret,21
5192,뷰리풀_원스,1
4851,뷰티풀_디스코,1
1132,뷰티풀데이즈,1
4432,뷰티핸섬,36
6063,뷰티핸섬,1
3448,브라더앤시스터,1
6768,브라우니유진,1
4725,브라운웨일,3
6853,브라운톤,1
4610,브라운팟,4
96,브로콜리_너마저_broccoliyoutoo,25
187,브로큰_발렌타인_Broken_Valentine,71
6140,브록스,4
3036,브리드인,7
501,브리즈,32
3964,브릭스,4
4235,브이,1
5120,브이비아이디,6
4929,블라인드데이트,3
4955,블라인드데이트and로로,1
1811,블락스The_Blocs,64
4652,블랑코,6
1458,블랙_메디슨,13
1564,블랙독,38
1060,블랙러시안,29
3430,블랙마켓,1
228,블랙백_Black_Bag,61
2919,블랙스완,9
5574,블랙스완,5
5575,블랙스완,1
4269,블랙스팟,2
222,블랙신드롬_Black_Syndrome,22
5894,블랙아이스티,2
5011,블랙코인Black_Coin,2
7009,블랙텅스,3
1794,블랙튠즈,2
4063,블랙티넘,1
3727,블랙페퍼스,8
218,블랙홀_Black_hole,13
5450,블러드베리,16
3178,블런트,3
4236,블로우,1
5550,블로우바이블루,1
5911,블루_잼_밴드,2
6202,블루_잼_밴드,1
559,블루니어마더_Blue_Near_Mother,21
6524,블루다이아,3
6377,블루다이아몬드,2
588,블루라라,1
3295,블루라벨,37
728,블루머핀_Blue_Muffin,1
6970,블루멘_클랑_쿼텟,1
3305,블루무드,4
7052,블루벨벳,1
4258,블루스네이크,11
2030,블루스완,5
1610,블루스챔버,7
6157,블루스하우스_밴드,1
5475,블루아일리즈,8
3392,블루앤블루,3
4919,블루오브,10
3763,블루지로맨스,1
4212,블루진,1
6609,블루터틀랜드,18
4567,블루톤,1
622,블루파프리카,74
6126,블리스데이,2
3205,블리츠,2
6312,비거절크,3
6012,비꽃Rain_Flower,1
5860,비나인,12
4462,비노,7
4670,비닐하우스,4
285,비둘기우유_vidulgiooyoo,55
3211,비밀,1
1138,비밀리에,18
2479,비밀주점,5
2384,비바시티,19
4419,비바식스,1
6952,비밴드,2
1222,비버나인,3
4335,비비드_슬로우,3
3843,비비스럽,19
654,비비퍽스_BBPucks,1
6125,비상9,1
1333,비상통화장치,1
36,비셔스_글래어_Vicious_Glare,17
111,비스윗_BESWEET,6
4278,비스켓,3
3690,비안트리오,6
4850,비앙,1
3692,비앤비,5
3696,비앤비,1
4214,비앤에이,1
1834,비어랜하임,1
6504,비엔더블유,1
3605,비이공팔,1
5583,비정상_민이형,1
6846,비주얼스,1
5329,비지,2
5623,비타,2
3094,비트닉스_Beatniks,98
5088,비트버거,1
5456,비트버드,1
4412,비트윈_더_월스,1
2526,비트컬쳐,4
485,비틀쥬스_Beetlejuice,14
442,비틈_Beateum,1
4222,비파,1
1270,비프리,2
3623,빅_쉬프트,6
511,빅베이비드라이버,48
3475,빅베이비드라이버트리오,9
1151,빅터뷰,12
2790,빅토_Big_Toe,26
536,빅포니_Big_Phony,27
3144,빈노트,1
3401,빈센트and로즈,7
5062,빌리어코스티,13
694,빌리카터_Billy_Carter,82
838,빔아이즈빔_Beam_Eyes_Beam,5
574,빗물사운드,6
1283,빛과소음,39
5155,빛나다,1
1202,빛소리,1
5960,빠따고니아_우편기,7
705,빡세_Paxe,1
2857,빨간머리띠,2
1381,빨간머리앤,4
429,빨간의자,20
3059,빵,5
4369,빼냐_플라멩코_엘_오리엔떼,2
2537,뻐지,16
3804,뿌리자,1
4903,삐삐밴드,2
5788,삐에르_파,5
6541,사계절낭만충전소,1
4443,사공섬,1
4313,사과를_삼킨_곰,4
1870,사나운복숭아,5
5933,사동요X신향리,1
3079,사라수,44
5223,사라진밤,4
4127,사라플라이,37
2185,사람_또_사람,43
3159,사람12사람,13
5038,사람이름,1
3491,사랑과평화,3
5247,사마귀,1
337,사막돌고래,5
2073,사만다갱,6
6771,사뮈,2
10,사비나_앤_드론즈,24
1677,사우스_카니발,15
4492,사우스나인,5
7101,사우스클럽_남태현,1
3574,사우스파드레,5
4135,사우스포,16
738,사운드_폴리스_Soundpolis,1
3632,사운드1307,1
6694,사운드마켓,1
6370,사운드박스,3
2626,사운드샤워,16
3188,사운드테라피,2
175,사운드힐즈_Sound_Hills,8
298,사이,29
3543,사이드카,13
2302,사이보그,26
1021,사일런트_아이,4
552,사일런트_아이_Silent_Eye,19
1612,사토_유키에,19
2034,사토마사토,1
1262,사형집행단,4
1477,사혼,4
3968,산드라_배,3
6257,산이,1
2686,산호가피네,7
1225,살랑,5
5490,살로만,2
5647,살롱_드_오수경,3
2701,살림꾼,1
4287,삵,14
479,삼군,41
242,삼만,1
2458,삼바맘바,1
1344,삼월의토끼,1
6696,삼인용,1
2973,삼치와_이기리,19
2363,삼풍,5
3288,상록수림,1
5731,상아,1
6296,상이한,2
6048,상지훈_Quintet,1
6819,상탈밴드,1
82,새_Sae,10
2441,새난쓰리,2
5315,새드헬레나,4
1293,새드호스,1
5144,새벽,9
7095,새벽두시,1
6345,새벽밤,1
5075,새벽한시,1
3995,새벽화,8
6089,새삼밴드,1
6343,새소년,17
3841,새와꽃,1
358,새의전부,1
3848,새카만고양이_김봉기,1
3280,새틀라이츠,8
2326,샌드페블즈,2
6518,샐리박,1
3117,샘_아미돈,1
6519,샘김,1
1716,샘브라더스,1
4855,샘옥,1
1704,샛별,3
1854,생각의여름,2
2130,샤먼다갱,1
3164,샤바즈_팰러시스,3
2720,샤이,1
4192,샤이_네이처,2
6155,샤이닝콕스,4
6786,샤카밴드,1
6688,샴고양이들,2
6553,서광민,1
380,서교그룹사운드,22
5021,서군_X_Krow,1
5519,서니_데이_서비스,2
7076,서동,1
3680,서동요,5
5248,서동욱,2
669,서랍속_협주단,7
5925,서린밤,2
4001,서머네버컴스,3
4700,서문탁,1
6391,서민식,1
3777,서바울,2
408,서바이브_Survive,2
5633,서사무엘,6
5927,서수진,3
5312,서수진_Band,3
817,서승택임광희,1
5841,서연,1
1848,서영도,12
6280,서영도_일렉트릭_앙상블,3
6291,서영호,1
2372,서예린,18
6728,서울_소울_프로젝트,2
6101,서울_스트리트,1
6353,서울APT,5
3545,서울다이어트클럽,1
3939,서울리딤슈퍼클럽,2
1459,서울메탈,1
6412,서울문,2
1047,서울블루즈,54
7058,서울상경음악단,2
6757,서울서울서울,2
4348,서울아저씨,11
6815,서울연서,2
547,서울전자음악단,23
4125,서울촌놈,24
7035,서울형제,1
4101,서원기,1
6368,서은경,1
4340,서인혜,1
6657,서자영,3
5307,서정敍情,1
2095,서정민,1
1902,서지,1
438,서지석,9
6523,서창민,2
1998,서커스_두퐁,1
4357,서한범,3
3559,서형무,1
7046,서희,1
6892,석규,1
1273,석두,1
4897,석식,1
4906,석영,2
307,석준,1
7077,석형,1
1799,선결,9
6127,선겸,66
3796,선다운쉽,28
215,선댄스키드_Sundance_KID,6
3652,선데이서울,2
6433,선미킴,2
3704,선비,20
972,선우정아,22
4466,선인장,2
2296,선전포고,1
4416,선혜,3
5159,설사,2
3526,섬딩_피어즈,1
2755,섬섬옥수,7
5430,성기문_올겐_트리오,2
5673,성기문TRIO,2
2142,성기완,3
3604,성낙원,11
3934,성낙원밴드,3
6936,성인창,1
5973,성진영,11
6355,성해빈,5
4726,성현주,1
4509,성훈,1
1321,세남자,3
4947,세라랑비키랑,1
6261,세라리,1
4741,세러데이모닝클럽밴드,1
2084,세레나세븐틴SERENA17,11
4635,세로토닌,4
4408,세미누드,2
5087,세버디이어,7
4810,세븐드레드,2
1059,세상아이,6
5236,세이비어스,9
3542,세이수미,38
5199,세이쥬어,2
2895,세인_Seine,57
2824,세인트폴_발레단,1
2947,세임올드스토리,3
5499,세자전거,19
272,세정,15
855,세컨세션_Second_Session,14
4699,세컨스텝,7
4118,세테_스타_셉트,7
3154,세희,2
1819,세희앤죤,1
3899,섹스티프,7
5893,센치한_버스,2
3200,셀로판리버,1
329,셀린셀리셀린느_SellinSellySelline,44
5207,셀피시_마리오네트,2
2459,셋잇,5
6957,셔츠보이프랭크,6
3583,션,1
6163,소각소각,2
148,소규모아카시아밴드,28
5516,소나무처럼엘비스,1
3085,소녀를_사랑한_나무,4
3665,소년핑크,1
4791,소노,1
6812,소노뷰,1
39,소닉_데쓰_몽키_Sonic_Death_Monkey,2
75,소란_SORAN,75
6452,소련이와_언니들,1
5154,소르담,1
1616,소리걸프로젝트,1
2133,소리내,17
3043,소리박물관,60
1469,소리소문,1
5309,소리조각가,6
4345,소린,1
2327,소마,1
6263,소보,3
6321,소봄소봄,2
1314,소설,26
1919,소소,15
2859,소소한_프로젝트,3
2789,소심한오빠들,37
3477,소왓,2
3553,소울_에스프레소,1
4757,소울_파이어,1
3861,소울다이브,1
1229,소울라이츠,9
2892,소울로지Soulloge,15
4934,소울리프,1
423,소울맨,9
627,소울서밋_Soul_Summit,7
174,소울스테디락커스_SOUL_STEADY_ROCKERS,1
3993,소울크레프,1
2710,소울트레인_Soul_Train,54
903,소울파크,9
1728,소음밴드,49
5124,소조정에,1
2079,소중,3
3183,소프티웨이브,2
4806,소행성186,1
348,소히,14
571,속눈썹,6
4037,손민우,19
1605,손병휘,9
1444,손성제,2
2641,손손,14
4782,손수정밴드,1
3450,손오브비츠,3
3446,손재원,2
5303,손준호,3
5760,손준호와_조화,7
1504,손지연,14
3807,손진혁,21
5554,손휘준,1
1319,솔가,8
6512,솔드아웃,4
2344,솔루션스,47
4525,솔리스츠,1
5992,솔비,1
334,솔솔부는_봄바람,23
3080,솔튼페이퍼,18
431,송_오브_루나_Song_of_Luna,5
6832,송가을_고요한가을,2
3234,송나미앤리스폰스,16
6514,송다온,1
5783,송다홍,1
6007,송미호,4
5669,송봄,1
5870,송석철,3
6587,송성은,1
2884,송스말,3
780,송용진_밴드,5
666,송용창,13
4994,송우,1
6250,송우진,1
6366,송우진x서예찬,1
315,송은석,11
2144,송은지,4
6408,송인섭,1
6167,송인섭trio,2
1706,송재홍,1
5020,송좌,2
395,송준서_Funk_Group,2
5796,송준서_그룹,3
6547,송준서Trio,2
5898,송준영,5
1239,송준용,1
3257,송지연,1
6943,송지훈,2
6525,송지훈민트그레이,8
201,송진섭밴드,4
6722,송형준_플랫핏,2
6918,송홍섭_Ensemble,1
164,숄더앤니_shoulder_and_Knee,8
4777,수경,1
5952,수다밴드,1
1268,수다쟁이,1
747,수리_Soolee,2
305,수리수리_마하수리_Surisuri_Mahasuri,13
233,수미아라_앤_뽄스뚜베르,3
5670,수분캠프,4
6585,수빈and지우and지원,1
170,수상한_커튼,17
6558,수상한_코끼리,1
2033,수와코이치로,1
937,수정선,7
6444,수지와_아이들,1
4733,수진,1
2442,수퍼브라스,1
5723,수퍼이고,1
3196,수평선,12
1973,순수_and_the_innocents,1
